data,regio_sanitaria,diagnostic,casos
2023-04-22,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,62
2023-04-22,Barcelona Metropolitana Nord,Faringoamigdalitis,220
2023-04-22,Barcelona Metropolitana Nord,Escarlatina,4
2023-04-22,Barcelona Metropolitana Nord,COVID-19,34
2023-04-22,Barcelona Metropolitana Nord,Bronquiolitis,3
2023-04-22,Barcelona Metropolitana Nord,Altres IRA,422
2023-04-22,Barcelona Ciutat,Pneumònia,12
2023-04-22,Barcelona Ciutat,Impetigen,3
2023-04-22,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,36
2023-04-22,Barcelona Ciutat,Faringoamigdalitis,124
2023-04-22,Barcelona Ciutat,Escarlatina,5
2023-04-22,Barcelona Metropolitana Nord,Pneumònia,16
2023-04-22,Camp de Tarragona,Faringoamigdalitis estreptocòccica,33
2023-04-22,No disponible,Pneumònia,1
2023-04-22,Camp de Tarragona,Impetigen,3
2023-04-22,Lleida,Impetigen,2
2023-04-22,Lleida,Pneumònia,1
2023-04-22,No disponible,Altres IRA,16
2023-04-22,No disponible,COVID-19,2
2023-04-22,No disponible,Faringoamigdalitis,6
2023-04-22,No disponible,Faringoamigdalitis estreptocòccica,1
2023-04-22,No disponible,Grip,1
2023-04-22,Penedès,Altres IRA,90
2023-04-22,Penedès,Bronquiolitis,1
2023-04-22,Lleida,Grip,1
2023-04-22,Penedès,COVID-19,4
2023-04-22,Penedès,Faringoamigdalitis,44
2023-04-22,Penedès,Faringoamigdalitis estreptocòccica,13
2023-04-22,Penedès,Grip,3
2023-04-22,Penedès,Impetigen,2
2023-04-22,Penedès,Pneumònia,1
2023-04-22,Terres de l'Ebre,Altres IRA,70
2023-04-22,Terres de l'Ebre,COVID-19,4
2023-04-22,Terres de l'Ebre,Faringoamigdalitis,31
2023-04-22,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,3
2023-04-22,Penedès,Escarlatina,1
2023-04-22,Lleida,Faringoamigdalitis estreptocòccica,24
2023-04-22,Lleida,Faringoamigdalitis,63
2023-04-22,Lleida,Escarlatina,3
2023-04-22,Camp de Tarragona,Pneumònia,7
2023-04-22,Catalunya Central,Altres IRA,73
2023-04-22,Catalunya Central,Bronquiolitis,1
2023-04-22,Catalunya Central,COVID-19,5
2023-04-22,Catalunya Central,Escarlatina,1
2023-04-22,Catalunya Central,Faringoamigdalitis,51
2023-04-22,Catalunya Central,Faringoamigdalitis estreptocòccica,18
2023-04-22,Catalunya Central,Grip,4
2023-04-22,Catalunya Central,Impetigen,2
2023-04-22,Catalunya Central,Pneumònia,2
2023-04-22,Girona,Altres IRA,172
2023-04-22,Girona,Bronquiolitis,2
2023-04-22,Girona,COVID-19,14
2023-04-22,Girona,Escarlatina,4
2023-04-22,Girona,Faringoamigdalitis,125
2023-04-22,Girona,Faringoamigdalitis estreptocòccica,63
2023-04-22,Girona,Grip,11
2023-04-22,Girona,Impetigen,1
2023-04-22,Girona,Pneumònia,4
2023-04-22,Lleida,Altres IRA,99
2023-04-22,Lleida,COVID-19,11
2023-04-22,Camp de Tarragona,Grip,3
2023-04-22,Barcelona Ciutat,COVID-19,32
2023-04-22,Terres de l'Ebre,Pneumònia,2
2023-04-22,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,1
2023-04-22,Alt Pirineu i Aran,Faringoamigdalitis,8
2023-04-22,Alt Pirineu i Aran,COVID-19,3
2023-04-22,Alt Pirineu i Aran,Altres IRA,17
2023-04-22,Terres de l'Ebre,Grip,2
2023-04-22,Barcelona Ciutat,Altres IRA,215
2023-04-23,Barcelona Metropolitana Sud,Altres IRA,228
2023-04-23,Barcelona Metropolitana Sud,Bronquiolitis,1
2023-04-23,Barcelona Metropolitana Sud,COVID-19,25
2023-04-23,Barcelona Metropolitana Sud,Escarlatina,5
2023-04-23,Barcelona Metropolitana Sud,Faringoamigdalitis,144
2023-04-23,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,52
2023-04-23,Barcelona Metropolitana Sud,Grip,2
2023-04-23,Camp de Tarragona,Altres IRA,89
2023-04-23,Barcelona Metropolitana Sud,Pneumònia,12
2023-04-23,Camp de Tarragona,Bronquiolitis,1
2023-04-23,Camp de Tarragona,COVID-19,14
2023-04-23,Camp de Tarragona,Escarlatina,2
2023-04-23,Camp de Tarragona,Faringoamigdalitis,59
2023-04-23,Camp de Tarragona,Faringoamigdalitis estreptocòccica,22
2023-04-23,Barcelona Metropolitana Sud,Impetigen,2
2023-04-23,Barcelona Metropolitana Nord,Pneumònia,9
2023-04-23,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,47
2023-04-23,Barcelona Metropolitana Nord,Grip,9
2023-04-23,Alt Pirineu i Aran,Faringoamigdalitis,9
2023-04-23,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,1
2023-04-23,Alt Pirineu i Aran,Pneumònia,1
2023-04-23,Barcelona Ciutat,Altres IRA,162
2023-04-23,Barcelona Ciutat,COVID-19,24
2023-04-23,Barcelona Ciutat,Escarlatina,6
2023-04-23,Barcelona Ciutat,Faringoamigdalitis,107
2023-04-23,Barcelona Metropolitana Nord,Impetigen,4
2023-04-23,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,34
2023-04-23,Barcelona Ciutat,Impetigen,3
2023-04-23,Barcelona Ciutat,Pneumònia,13
2023-04-23,Barcelona Metropolitana Nord,Altres IRA,302
2023-04-23,Barcelona Metropolitana Nord,Bronquiolitis,1
2023-04-23,Barcelona Metropolitana Nord,COVID-19,32
2023-04-23,Barcelona Metropolitana Nord,Escarlatina,4
2023-04-23,Barcelona Metropolitana Nord,Faringoamigdalitis,157
2023-04-23,Barcelona Ciutat,Grip,2
2023-04-23,Camp de Tarragona,Grip,3
2023-04-23,Catalunya Central,Altres IRA,62
2023-04-23,Camp de Tarragona,Pneumònia,3
2023-04-23,No disponible,Faringoamigdalitis estreptocòccica,3
2023-04-23,Penedès,Altres IRA,74
2023-04-23,Penedès,Bronquiolitis,3
2023-04-23,Penedès,COVID-19,5
2023-04-23,Penedès,Escarlatina,1
2023-04-23,Penedès,Faringoamigdalitis,32
2023-04-23,Penedès,Faringoamigdalitis estreptocòccica,11
2023-04-23,Penedès,Grip,4
2023-04-23,Penedès,Pneumònia,1
2023-04-23,Terres de l'Ebre,Altres IRA,57
2023-04-23,Terres de l'Ebre,COVID-19,3
2023-04-23,Terres de l'Ebre,Escarlatina,2
2023-04-23,Terres de l'Ebre,Faringoamigdalitis,40
2023-04-23,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,17
2023-04-23,Terres de l'Ebre,Grip,2
2023-04-23,No disponible,Faringoamigdalitis,16
2023-04-23,No disponible,Altres IRA,27
2023-04-23,Lleida,Pneumònia,4
2023-04-23,Lleida,Faringoamigdalitis estreptocòccica,24
2023-04-23,Catalunya Central,COVID-19,6
2023-04-23,Catalunya Central,Faringoamigdalitis,37
2023-04-23,Catalunya Central,Pneumònia,5
2023-04-23,Girona,Altres IRA,196
2023-04-23,Girona,COVID-19,23
2023-04-23,Girona,Escarlatina,2
2023-04-23,Girona,Faringoamigdalitis,97
2023-04-23,Camp de Tarragona,Impetigen,3
2023-04-23,Girona,Faringoamigdalitis estreptocòccica,24
2023-04-23,Girona,Impetigen,4
2023-04-23,Girona,Pneumònia,5
2023-04-23,Lleida,Altres IRA,81
2023-04-23,Lleida,Bronquiolitis,1
2023-04-23,Lleida,COVID-19,7
2023-04-23,Lleida,Escarlatina,3
2023-04-23,Lleida,Faringoamigdalitis,52
2023-04-23,Girona,Grip,4
2023-04-23,Catalunya Central,Faringoamigdalitis estreptocòccica,13
2023-04-23,Alt Pirineu i Aran,Altres IRA,12
2023-04-23,Alt Pirineu i Aran,COVID-19,3
2023-04-24,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,199
2023-04-24,Catalunya Central,Escarlatina,2
2023-04-24,Catalunya Central,Faringoamigdalitis,135
2023-04-24,Catalunya Central,Faringoamigdalitis estreptocòccica,53
2023-04-24,Catalunya Central,Grip,12
2023-04-24,Catalunya Central,Impetigen,5
2023-04-24,Catalunya Central,Pneumònia,8
2023-04-24,Girona,Altres IRA,637
2023-04-24,Girona,Bronquiolitis,3
2023-04-24,Girona,COVID-19,67
2023-04-24,Girona,Escarlatina,16
2023-04-24,Girona,Faringoamigdalitis,241
2023-04-24,Girona,Faringoamigdalitis estreptocòccica,113
2023-04-24,Girona,Grip,32
2023-04-24,Girona,Impetigen,21
2023-04-24,Girona,Pneumònia,18
2023-04-24,Lleida,Altres IRA,282
2023-04-24,Lleida,Bronquiolitis,4
2023-04-24,Lleida,COVID-19,47
2023-04-24,Lleida,Escarlatina,7
2023-04-24,Lleida,Faringoamigdalitis,144
2023-04-24,Catalunya Central,COVID-19,34
2023-04-24,Catalunya Central,Bronquiolitis,6
2023-04-24,Catalunya Central,Altres IRA,279
2023-04-24,Camp de Tarragona,Pneumònia,19
2023-04-24,Camp de Tarragona,Altres IRA,436
2023-04-24,Camp de Tarragona,Bronquiolitis,3
2023-04-24,Camp de Tarragona,COVID-19,50
2023-04-24,Camp de Tarragona,Escarlatina,8
2023-04-24,Camp de Tarragona,Faringoamigdalitis,184
2023-04-24,Camp de Tarragona,Faringoamigdalitis estreptocòccica,63
2023-04-24,Camp de Tarragona,Grip,30
2023-04-24,Barcelona Metropolitana Nord,Grip,86
2023-04-24,Camp de Tarragona,Impetigen,13
2023-04-24,Barcelona Metropolitana Sud,Impetigen,32
2023-04-24,Barcelona Metropolitana Sud,Grip,32
2023-04-24,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,143
2023-04-24,Alt Pirineu i Aran,Pneumònia,1
2023-04-24,Alt Pirineu i Aran,Impetigen,1
2023-04-24,Alt Pirineu i Aran,Grip,3
2023-04-24,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,10
2023-04-24,Alt Pirineu i Aran,Faringoamigdalitis,26
2023-04-24,Alt Pirineu i Aran,Escarlatina,2
2023-04-24,Alt Pirineu i Aran,COVID-19,8
2023-04-24,Alt Pirineu i Aran,Bronquiolitis,1
2023-04-24,Alt Pirineu i Aran,Altres IRA,60
2023-04-24,Lleida,Faringoamigdalitis estreptocòccica,72
2023-04-24,Lleida,Grip,9
2023-04-24,Lleida,Impetigen,10
2023-04-24,Lleida,Pneumònia,5
2023-04-24,Penedès,Faringoamigdalitis,120
2023-04-24,Penedès,Faringoamigdalitis estreptocòccica,57
2023-04-24,Penedès,Grip,21
2023-04-24,Penedès,Impetigen,11
2023-04-24,Penedès,Pneumònia,11
2023-04-24,Terres de l'Ebre,Altres IRA,151
2023-04-24,Terres de l'Ebre,COVID-19,8
2023-04-24,Terres de l'Ebre,Faringoamigdalitis,64
2023-04-24,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,23
2023-04-24,Penedès,Escarlatina,9
2023-04-24,Terres de l'Ebre,Grip,10
2023-04-24,Terres de l'Ebre,Pneumònia,1
2023-04-24,Barcelona Metropolitana Sud,Faringoamigdalitis,350
2023-04-24,Barcelona Metropolitana Sud,Escarlatina,26
2023-04-24,Barcelona Metropolitana Sud,COVID-19,86
2023-04-24,Barcelona Metropolitana Sud,Bronquiolitis,10
2023-04-24,Barcelona Metropolitana Sud,Altres IRA,955
2023-04-24,Barcelona Metropolitana Nord,Pneumònia,61
2023-04-24,Barcelona Metropolitana Nord,Impetigen,52
2023-04-24,Barcelona Metropolitana Nord,Faringoamigdalitis,665
2023-04-24,Terres de l'Ebre,Impetigen,7
2023-04-24,Barcelona Ciutat,Altres IRA,1133
2023-04-24,Barcelona Ciutat,Bronquiolitis,11
2023-04-24,Barcelona Ciutat,COVID-19,132
2023-04-24,No disponible,Altres IRA,39
2023-04-24,No disponible,Bronquiolitis,1
2023-04-24,No disponible,COVID-19,1
2023-04-24,No disponible,Faringoamigdalitis,17
2023-04-24,No disponible,Faringoamigdalitis estreptocòccica,5
2023-04-24,No disponible,Grip,1
2023-04-24,No disponible,Impetigen,1
2023-04-24,No disponible,Pneumònia,3
2023-04-24,Penedès,Altres IRA,343
2023-04-24,Penedès,Bronquiolitis,3
2023-04-24,Penedès,COVID-19,43
2023-04-24,Barcelona Metropolitana Nord,Escarlatina,35
2023-04-24,Barcelona Metropolitana Nord,COVID-19,169
2023-04-24,Barcelona Metropolitana Nord,Bronquiolitis,12
2023-04-24,Barcelona Metropolitana Nord,Altres IRA,1856
2023-04-24,Barcelona Ciutat,Pneumònia,48
2023-04-24,Barcelona Ciutat,Impetigen,31
2023-04-24,Barcelona Ciutat,Grip,93
2023-04-24,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,203
2023-04-24,Barcelona Ciutat,Faringoamigdalitis,456
2023-04-24,Barcelona Ciutat,Escarlatina,38
2023-04-24,Barcelona Metropolitana Sud,Pneumònia,27
2023-04-25,Terres de l'Ebre,Bronquiolitis,2
2023-04-25,Penedès,Faringoamigdalitis,89
2023-04-25,Terres de l'Ebre,Escarlatina,2
2023-04-25,Girona,Pneumònia,21
2023-04-25,Girona,Impetigen,20
2023-04-25,Girona,Grip,25
2023-04-25,Girona,Faringoamigdalitis estreptocòccica,110
2023-04-25,Girona,Faringoamigdalitis,227
2023-04-25,Girona,Escarlatina,2
2023-04-25,Girona,COVID-19,51
2023-04-25,Girona,Bronquiolitis,5
2023-04-25,Girona,Altres IRA,534
2023-04-25,Catalunya Central,Pneumònia,13
2023-04-25,Catalunya Central,Impetigen,3
2023-04-25,Catalunya Central,Grip,7
2023-04-25,Catalunya Central,Faringoamigdalitis estreptocòccica,47
2023-04-25,Catalunya Central,Faringoamigdalitis,113
2023-04-25,Catalunya Central,Escarlatina,3
2023-04-25,Lleida,Altres IRA,250
2023-04-25,Lleida,Bronquiolitis,4
2023-04-25,Lleida,COVID-19,38
2023-04-25,Lleida,Escarlatina,2
2023-04-25,Penedès,COVID-19,16
2023-04-25,Penedès,Bronquiolitis,3
2023-04-25,Penedès,Altres IRA,301
2023-04-25,No disponible,Pneumònia,2
2023-04-25,No disponible,Impetigen,2
2023-04-25,No disponible,Grip,1
2023-04-25,No disponible,Faringoamigdalitis estreptocòccica,10
2023-04-25,Catalunya Central,COVID-19,25
2023-04-25,No disponible,Faringoamigdalitis,26
2023-04-25,No disponible,COVID-19,1
2023-04-25,No disponible,Altres IRA,28
2023-04-25,Lleida,Pneumònia,4
2023-04-25,Lleida,Impetigen,4
2023-04-25,Lleida,Grip,12
2023-04-25,Lleida,Faringoamigdalitis estreptocòccica,44
2023-04-25,Lleida,Faringoamigdalitis,134
2023-04-25,No disponible,Escarlatina,1
2023-04-25,Catalunya Central,Bronquiolitis,1
2023-04-25,Catalunya Central,Altres IRA,237
2023-04-25,Camp de Tarragona,Pneumònia,7
2023-04-25,Barcelona Metropolitana Nord,Faringoamigdalitis,569
2023-04-25,Barcelona Metropolitana Nord,Escarlatina,22
2023-04-25,Barcelona Metropolitana Nord,COVID-19,123
2023-04-25,Barcelona Metropolitana Nord,Bronquiolitis,18
2023-04-25,Barcelona Metropolitana Nord,Altres IRA,1481
2023-04-25,Barcelona Ciutat,Pneumònia,19
2023-04-25,Barcelona Ciutat,Impetigen,32
2023-04-25,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,188
2023-04-25,Penedès,Escarlatina,5
2023-04-25,Penedès,Grip,20
2023-04-25,Penedès,Impetigen,14
2023-04-25,Terres de l'Ebre,Pneumònia,8
2023-04-25,Terres de l'Ebre,Impetigen,6
2023-04-25,Terres de l'Ebre,Grip,6
2023-04-25,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,29
2023-04-25,Terres de l'Ebre,Faringoamigdalitis,80
2023-04-25,Penedès,Faringoamigdalitis estreptocòccica,27
2023-04-25,Terres de l'Ebre,COVID-19,13
2023-04-25,Barcelona Metropolitana Nord,Grip,75
2023-04-25,Barcelona Metropolitana Nord,Pneumònia,45
2023-04-25,Camp de Tarragona,Impetigen,9
2023-04-25,Camp de Tarragona,Grip,15
2023-04-25,Camp de Tarragona,Faringoamigdalitis,152
2023-04-25,Camp de Tarragona,Escarlatina,1
2023-04-25,Camp de Tarragona,COVID-19,45
2023-04-25,Camp de Tarragona,Bronquiolitis,6
2023-04-25,Camp de Tarragona,Altres IRA,409
2023-04-25,Barcelona Metropolitana Nord,Impetigen,33
2023-04-25,Barcelona Metropolitana Sud,Pneumònia,26
2023-04-25,Barcelona Metropolitana Sud,Grip,36
2023-04-25,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,117
2023-04-25,Barcelona Metropolitana Sud,Faringoamigdalitis,320
2023-04-25,Barcelona Metropolitana Sud,Escarlatina,12
2023-04-25,Barcelona Metropolitana Sud,COVID-19,63
2023-04-25,Barcelona Metropolitana Sud,Bronquiolitis,4
2023-04-25,Barcelona Metropolitana Sud,Altres IRA,731
2023-04-25,Barcelona Metropolitana Sud,Impetigen,24
2023-04-25,Camp de Tarragona,Faringoamigdalitis estreptocòccica,50
2023-04-25,Alt Pirineu i Aran,Pneumònia,3
2023-04-25,Barcelona Ciutat,Grip,77
2023-04-25,Alt Pirineu i Aran,Altres IRA,44
2023-04-25,Alt Pirineu i Aran,Bronquiolitis,1
2023-04-25,Alt Pirineu i Aran,COVID-19,2
2023-04-25,Alt Pirineu i Aran,Escarlatina,1
2023-04-25,Alt Pirineu i Aran,Faringoamigdalitis,11
2023-04-25,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,7
2023-04-25,Alt Pirineu i Aran,Grip,1
2023-04-25,Penedès,Pneumònia,5
2023-04-25,Terres de l'Ebre,Altres IRA,149
2023-04-25,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,113
2023-04-25,Barcelona Ciutat,Faringoamigdalitis,326
2023-04-25,Barcelona Ciutat,Escarlatina,16
2023-04-25,Alt Pirineu i Aran,Impetigen,4
2023-04-25,Barcelona Ciutat,Bronquiolitis,8
2023-04-25,Barcelona Ciutat,Altres IRA,888
2023-04-25,Barcelona Ciutat,COVID-19,104
2023-04-26,Barcelona Metropolitana Sud,COVID-19,65
2023-04-26,Camp de Tarragona,Altres IRA,363
2023-04-26,Barcelona Metropolitana Sud,Escarlatina,10
2023-04-26,Barcelona Metropolitana Sud,Faringoamigdalitis,277
2023-04-26,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,107
2023-04-26,Barcelona Metropolitana Sud,Grip,29
2023-04-26,Barcelona Metropolitana Sud,Impetigen,25
2023-04-26,Barcelona Metropolitana Sud,Pneumònia,22
2023-04-26,Camp de Tarragona,COVID-19,53
2023-04-26,Camp de Tarragona,Grip,26
2023-04-26,Camp de Tarragona,Faringoamigdalitis,139
2023-04-26,Camp de Tarragona,Faringoamigdalitis estreptocòccica,54
2023-04-26,Barcelona Metropolitana Sud,Bronquiolitis,10
2023-04-26,Camp de Tarragona,Impetigen,13
2023-04-26,Camp de Tarragona,Pneumònia,13
2023-04-26,Catalunya Central,Altres IRA,234
2023-04-26,Catalunya Central,Bronquiolitis,2
2023-04-26,Catalunya Central,COVID-19,34
2023-04-26,Camp de Tarragona,Escarlatina,4
2023-04-26,Barcelona Metropolitana Sud,Altres IRA,711
2023-04-26,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,172
2023-04-26,Barcelona Metropolitana Nord,Impetigen,49
2023-04-26,Alt Pirineu i Aran,Faringoamigdalitis,17
2023-04-26,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,9
2023-04-26,Alt Pirineu i Aran,Impetigen,2
2023-04-26,Alt Pirineu i Aran,Pneumònia,3
2023-04-26,Barcelona Ciutat,Altres IRA,854
2023-04-26,Barcelona Ciutat,Bronquiolitis,7
2023-04-26,Barcelona Ciutat,COVID-19,96
2023-04-26,Barcelona Ciutat,Escarlatina,17
2023-04-26,Barcelona Ciutat,Faringoamigdalitis,326
2023-04-26,Barcelona Metropolitana Nord,Pneumònia,43
2023-04-26,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,128
2023-04-26,Barcelona Ciutat,Impetigen,20
2023-04-26,Barcelona Ciutat,Pneumònia,31
2023-04-26,Barcelona Metropolitana Nord,Altres IRA,1371
2023-04-26,Barcelona Metropolitana Nord,Bronquiolitis,11
2023-04-26,Barcelona Metropolitana Nord,COVID-19,113
2023-04-26,Barcelona Metropolitana Nord,Escarlatina,22
2023-04-26,Barcelona Metropolitana Nord,Faringoamigdalitis,565
2023-04-26,Catalunya Central,Escarlatina,2
2023-04-26,Barcelona Metropolitana Nord,Grip,88
2023-04-26,Barcelona Ciutat,Grip,71
2023-04-26,Catalunya Central,Faringoamigdalitis,98
2023-04-26,Catalunya Central,Pneumònia,9
2023-04-26,Catalunya Central,Grip,6
2023-04-26,No disponible,Impetigen,1
2023-04-26,No disponible,Pneumònia,2
2023-04-26,Penedès,Altres IRA,228
2023-04-26,Penedès,Bronquiolitis,2
2023-04-26,Penedès,COVID-19,34
2023-04-26,Penedès,Escarlatina,3
2023-04-26,Penedès,Faringoamigdalitis,82
2023-04-26,Penedès,Faringoamigdalitis estreptocòccica,37
2023-04-26,Penedès,Grip,14
2023-04-26,Penedès,Impetigen,6
2023-04-26,Penedès,Pneumònia,4
2023-04-26,Terres de l'Ebre,Altres IRA,104
2023-04-26,Terres de l'Ebre,COVID-19,7
2023-04-26,Terres de l'Ebre,Escarlatina,2
2023-04-26,Terres de l'Ebre,Faringoamigdalitis,45
2023-04-26,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,15
2023-04-26,Terres de l'Ebre,Grip,6
2023-04-26,Terres de l'Ebre,Impetigen,2
2023-04-26,Terres de l'Ebre,Pneumònia,4
2023-04-26,No disponible,Grip,1
2023-04-26,Catalunya Central,Faringoamigdalitis estreptocòccica,39
2023-04-26,No disponible,Faringoamigdalitis estreptocòccica,7
2023-04-26,No disponible,Altres IRA,28
2023-04-26,Catalunya Central,Impetigen,4
2023-04-26,Girona,Altres IRA,453
2023-04-26,Girona,Bronquiolitis,5
2023-04-26,Girona,COVID-19,52
2023-04-26,Alt Pirineu i Aran,COVID-19,1
2023-04-26,Girona,Faringoamigdalitis,184
2023-04-26,Girona,Faringoamigdalitis estreptocòccica,83
2023-04-26,Girona,Grip,25
2023-04-26,Girona,Impetigen,32
2023-04-26,Girona,Pneumònia,10
2023-04-26,Lleida,Altres IRA,218
2023-04-26,Lleida,Bronquiolitis,4
2023-04-26,Lleida,COVID-19,23
2023-04-26,Lleida,Escarlatina,4
2023-04-26,Lleida,Faringoamigdalitis,117
2023-04-26,Lleida,Faringoamigdalitis estreptocòccica,46
2023-04-26,Lleida,Grip,11
2023-04-26,Lleida,Impetigen,8
2023-04-26,Lleida,Pneumònia,7
2023-04-26,No disponible,Faringoamigdalitis,18
2023-04-26,Girona,Escarlatina,9
2023-04-26,Alt Pirineu i Aran,Altres IRA,46
2023-04-27,Catalunya Central,Grip,11
2023-04-27,Barcelona Metropolitana Sud,Bronquiolitis,4
2023-04-27,Barcelona Metropolitana Sud,COVID-19,60
2023-04-27,Barcelona Metropolitana Sud,Escarlatina,8
2023-04-27,Barcelona Metropolitana Sud,Faringoamigdalitis,293
2023-04-27,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,98
2023-04-27,Barcelona Metropolitana Sud,Grip,22
2023-04-27,Barcelona Metropolitana Sud,Impetigen,26
2023-04-27,Barcelona Metropolitana Sud,Pneumònia,25
2023-04-27,Camp de Tarragona,Altres IRA,353
2023-04-27,Camp de Tarragona,Bronquiolitis,3
2023-04-27,Camp de Tarragona,COVID-19,20
2023-04-27,Camp de Tarragona,Escarlatina,2
2023-04-27,Camp de Tarragona,Faringoamigdalitis,152
2023-04-27,Camp de Tarragona,Faringoamigdalitis estreptocòccica,43
2023-04-27,Camp de Tarragona,Grip,21
2023-04-27,Camp de Tarragona,Impetigen,14
2023-04-27,Camp de Tarragona,Pneumònia,13
2023-04-27,Catalunya Central,Altres IRA,204
2023-04-27,Catalunya Central,Bronquiolitis,2
2023-04-27,Barcelona Metropolitana Sud,Altres IRA,683
2023-04-27,Catalunya Central,COVID-19,22
2023-04-27,Barcelona Metropolitana Nord,Pneumònia,53
2023-04-27,Barcelona Metropolitana Nord,Grip,64
2023-04-27,Alt Pirineu i Aran,Escarlatina,1
2023-04-27,Alt Pirineu i Aran,Faringoamigdalitis,16
2023-04-27,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,8
